Estado,Medicamento,Apresentacao,Data,Valor,Quantidade,Base
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2025-06-25,162970,21500,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2025-09-29,117490,15500,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2025-02-03,66774,9300,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2025-05-27,179500,25000,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2025-05-27,179500,25000,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2021-08-16,107850,15000,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,438.35,55,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,398.5,50,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,159.4,20,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,79.7,10,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,797,100,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,956.4,120,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-01,797,100,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-07,62803.6,7880,LAI
GO,Sacarato de Hidróxido Férrico,100mg - Injetável,2022-07-07,172670.05,21665,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2021-11-18,126898.2,39780,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2021-12-10,151588.8,47520,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2022-02-22,253796.4,79560,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2022-08-10,376483.8,118020,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2022-11-17,170748,50220,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2022-11-17,188292,55380,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2023-02-16,462672,136080,LAI
GO,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2023-03-23,408000,120000,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-06-16,9130.8,84,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-06-16,541760.8,4984,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-12,1284399.2,11816,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-02-29,1521800,14000,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-08-06,2293707.36,20496,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-11-29,808437.84,7224,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-03-20,2099468.51,18760,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-14,1473570,12600,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-10-28,2233277.2,19096,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-19,1051507.8,10710,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-04-19,632279.2,6440,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-08-17,1179338.16,12012,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2022-05-02,1318297.12,12404,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2022-08-30,1487920,14000,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-03-02,937389.6,8820,LAI
GO,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-04-05,937389.6,8820,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-08-26,11700,9000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-10-03,9048,6960,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-10-10,34632,26640,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-03-05,44538,34260,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-04-28,70200,54000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-04-28,66300,51000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-04-28,70200,54000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-09-24,64800,54000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2022-05-16,20588.4,5160,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2022-05-16,67630.5,16950,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2022-05-16,316008,79200,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2022-08-23,219649.5,55050,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-03-20,115815.6,54630,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-08-01,55459.2,26160,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-08-01,61946.4,29220,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-12-21,95400,45000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-06-27,24750,15000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-07-03,8712,5280,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-07-31,3316.5,2010,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-07-31,58311,35340,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2024-07-31,36580.5,22170,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2021-05-11,154810.5,33150,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2021-08-20,350250,75000,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-03-13,87577.2,41310,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2023-03-13,63727.2,30060,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-09-02,86781.6,63810,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-09-02,1060.8,780,LAI
GO,Ácido Ursodesoxicólico,300mg - Comprimido/Cápsula,2025-09-11,9424.8,6930,LAI
GO,Selexipague,400mcg - Comprimido/Cápsula,2025-02-20,143856,1080,LAI
GO,Selegilina,5mg - Comprimido/Cápsula,2021-07-06,2958.5,3050,LAI
GO,Selegilina,5mg - Comprimido/Cápsula,2021-07-06,18866.5,19450,LAI
GO,Selegilina,5mg - Comprimido/Cápsula,2022-07-25,13433,13300,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2025-08-29,9450,3000,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2022-05-30,6901.2,4860,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2022-12-09,3550,2500,LAI
GO,Selexipague,200mcg - Comprimido/Cápsula,2025-02-07,143856,1080,LAI
GO,Selexipague,200mcg - Comprimido/Cápsula,2025-02-20,799200,6000,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2023-08-11,4400,2000,LAI
GO,Selexipague,600mcg - Comprimido/Cápsula,2025-02-07,143856,1080,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2024-05-14,836,380,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2024-05-14,3564,1620,LAI
GO,Selexipague,1000mcg - Comprimido/Cápsula,2025-02-07,95904,720,LAI
GO,Ciproterona,50mg - Comprimido/Cápsula,2024-07-26,1760,800,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-06-16,1260166.32,5796,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-12,980129.36,4508,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-09-18,430521,390,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-09-18,11039,10,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-10-31,408443,370,LAI
GO,Triptorrelina,11.25mg - Injetável,2023-06-06,490500,450,LAI
GO,Triptorrelina,11.25mg - Injetável,2023-07-28,1362500,1250,LAI
GO,Triptorrelina,11.25mg - Injetável,2024-03-01,1090000,1000,LAI
GO,Triptorrelina,11.25mg - Injetável,2022-05-18,561860.4,380,LAI
GO,Triptorrelina,11.25mg - Injetável,2022-10-04,901933.8,610,LAI
GO,Triptorrelina,11.25mg - Injetável,2022-10-14,371123.58,251,LAI
GO,Triptorrelina,11.25mg - Injetável,2022-10-14,368166.42,249,LAI
GO,Triptorrelina,11.25mg - Injetável,2023-03-02,399216.6,270,LAI
GO,Triptorrelina,11.25mg - Injetável,2024-09-26,43928,40,LAI
GO,Triptorrelina,11.25mg - Injetável,2024-10-02,296514,270,LAI
GO,Triptorrelina,11.25mg - Injetável,2024-10-02,329460,300,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-03-27,289924.8,264,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-03-27,373388,340,LAI
GO,Triptorrelina,11.25mg - Injetável,2025-03-27,105427.2,96,LAI
GO,Triptorrelina,22.5mg - Injetável,2023-03-21,260000,100,LAI
GO,Triptorrelina,22.5mg - Injetável,2025-09-18,166999.8,60,LAI
GO,Triptorrelina,22.5mg - Injetável,2024-09-05,115200,48,LAI
GO,Triptorrelina,22.5mg - Injetável,2025-01-31,168000,70,LAI
GO,Triptorrelina,22.5mg - Injetável,2025-03-13,72000,30,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-12,980129.36,4508,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-12,980129.36,4508,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-27,3004309.56,13818,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-29,1671090.12,7686,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-29,4255344.24,19572,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-29,283080.84,1302,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-06,3337603.5,14910,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-06,3976919.1,17766,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-11-29,1823929.8,8148,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-11-29,460683.3,2058,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-12-02,316523.9,1414,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-03-11,7079480.1,31626,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-07-22,2993240.32,12796,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-10-28,5999580.16,25648,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-19,2375533.44,12096,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-04-19,1495706.24,7616,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-08-17,2606488.08,13272,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-05-02,3869320,18200,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2022-08-29,3535963.2,16632,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-02,1145914,5390,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-02,1142937.6,5376,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-28,1142937.6,5376,LAI
GO,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-28,1145914,5390,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2024-03-19,1251138.89,387352,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2024-08-20,208464.2,64540,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2024-08-20,208554.64,64568,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-03-11,636930,189000,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-05-30,90585.6,26880,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-05-30,760919.04,225792,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-06-25,669956,198800,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-10-10,943600,280000,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-01-03,458052,114800,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-02-05,1005480,252000,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2021-09-08,4466,1400,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2021-10-19,22508.64,7056,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2021-12-10,71456,22400,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2022-02-22,183731.24,57596,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2022-07-11,233906.4,68796,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2022-08-10,62345.36,19544,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2023-01-30,568995.84,150528,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2023-05-30,698544,184800,LAI
GO,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2023-08-17,254333.52,67284,LAI
GO,Selexipague,800mcg - Comprimido/Cápsula,2025-02-07,143856,1080,LAI
GO,Selexipague,800mcg - Comprimido/Cápsula,2025-02-20,159840,1200,LAI
PB,Pancreatina,10000ui - Comprimido/Cápsula,2025-02-07,29539.2,21720,LAI
PB,Sacubitril + Valsartana,100mg - Comprimido/Cápsula,2025-05-20,417600,96000,LAI
PB,Selexipague,1000mcg - Comprimido/Cápsula,2025-08-13,159840,1200,LAI
PB,Amantadina,100mg - Comprimido/Cápsula,2025-09-18,11754,19590,LAI
PB,Amantadina,100mg - Comprimido/Cápsula,2025-09-18,66726,111210,LAI
PB,Amantadina,100mg - Comprimido/Cápsula,2025-09-18,69786,116310,LAI
PB,Selexipague,Comprimido/Cápsula,2025-06-27,111888,840,LAI
PB,Bosentana,125mg - Comprimido/Cápsula,2025-05-15,106560,26640,LAI
PB,Selexipague,1600mcg - Comprimido/Cápsula,2025-08-13,159840,1200,LAI
PB,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2025-06-18,499200,120000,LAI
PB,Sacubitril + Valsartana,200mg - Comprimido/Cápsula,2025-06-18,499200,120000,LAI
PB,Triptorrelina,22.5mg - Comprimido/Cápsula,2025-06-26,145600,52,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,419965,3500,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,251979,2100,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,487159.4,4060,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,495558.7,4130,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,503958,4200,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,167986,1400,LAI
PB,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-08-25,478760.1,3990,LAI
PB,Pancreatina,25000ui - Comprimido/Cápsula,2025-02-28,108517.5,39750,LAI
PB,Triptorrelina,3.75mg - Comprimido/Cápsula,2025-06-26,34000,100,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,470400,1960,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,470400,1960,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,483840,2016,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,487200,2030,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,393120,1638,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-25,504000,2100,LAI
PB,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-10-07,470400,1960,LAI
PB,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-05-20,499380,114800,LAI
PB,Sacubitril + Valsartana,50mg - Comprimido/Cápsula,2025-05-20,487200,112000,LAI
PB,Acitretina,10mg - Comprimido/Cápsula,2025-02-12,221301,60300,LAI
PB,Acitretina,25mg - Comprimido/Cápsula,2025-07-22,121904,15200,LAI
PB,Tiotrópio,2.5mcg - Não Especificado,2025-05-20,461177.6,1928,LAI
PB,Tiotrópio,2.5mcg - Não Especificado,2025-05-20,458785.6,1918,LAI
PB,Tiotrópio,2.5mcg - Não Especificado,2025-05-20,456393.6,1908,LAI
PB,Iloprosta,10mcg/ml - Não Especificado,2025-02-07,192511.2,5880,LAI
PB,Iloprosta,10mcg/ml - Não Especificado,2025-08-25,417187.8,12420,LAI
PB,Iloprosta,10mcg/ml - Não Especificado,2025-10-07,196501.5,5850,LAI
PB,Leuprorrelina,Injetável,2025-02-04,719415,3285,LAI
PB,Leuprorrelina,Injetável,2025-07-25,492750,2250,LAI
PB,Omalizumabe,150mg - Injetável,2025-07-28,850212,1200,LAI
PB,Pancreatina,10000ui - Comprimido/Cápsula,2025-07-17,128887.2,94770,LAI
PB,Pancreatina,25000ui - Comprimido/Cápsula,2025-07-17,116543.7,42690,LAI
PB,Sacarato de Hidróxido Férrico,Injetável,2025-02-07,153200,19150,LAI
PB,Sacarato de Hidróxido Férrico,Injetável,2025-07-25,204400,25550,LAI
PB,Deferiprona,500mg - Comprimido/Cápsula,2025-06-26,248616,21600,LAI
PB,Mesalazina,800mg - Comprimido/Cápsula,2025-03-18,383713.2,737910,LAI
PB,Pancreatina,Comprimido/Cápsula,2025-07-10,31701.6,23310,LAI
PB,Pancreatina,Comprimido/Cápsula,2025-07-10,40800,30000,LAI
PB,Pancreatina,Comprimido/Cápsula,2025-07-10,272317.5,99750,LAI
PB,Triptorrelina,22.5mg - Injetável,2025-02-07,250000,100,LAI
PB,Triptorrelina,22.5mg - Injetável,2025-02-28,187500,75,LAI
PB,Pancreatina,Comprimido/Cápsula,2025-07-10,272317.5,99750,LAI
PB,Mesalazina,500mg - Comprimido/Cápsula,2025-03-18,227655.45,55935,LAI
PB,Triptorrelina,3.75mg - Injetável,2025-06-26,61200,180,LAI
PB,Triptorrelina,22.5mg - Injetável,2025-08-07,271600,97,LAI
PB,Triptorrelina,22.5mg - Injetável,2025-08-07,280000,100,LAI
PB,Triptorrelina,3.75mg - Injetável,2025-08-07,78200,230,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2023-07-13,23532,22200,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2022-09-30,32670,33000,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2022-03-02,32670,33000,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2021-07-06,47040,24000,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2021-03-15,38220,19500,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2023-09-14,267920,136000,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2023-07-13,271860,138000,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2022-09-30,467360,254000,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2022-03-02,487140,264750,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2021-07-06,854496,220800,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2021-03-15,572760,148000,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2025-08-21,11952,19920,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2024-11-25,10065,16500,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2024-07-12,21001.8,36210,LAI
PR,Ácido Ursodesoxicólico,150mg - Não Especificado,2024-01-29,20984.4,36180,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2025-10-09,219600,180000,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2025-08-05,212280,174000,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2025-02-20,181516.8,156480,LAI
PR,Ácido Ursodesoxicólico,300mg - Não Especificado,2024-10-04,139200,120000,LAI
PR,Acitretina,10mg - Não Especificado,2023-07-18,105534,28600,LAI
PR,Acitretina,10mg - Não Especificado,2023-03-21,110700,30000,LAI
PR,Acitretina,10mg - Não Especificado,2022-10-03,188190,51000,LAI
PR,Acitretina,10mg - Não Especificado,2022-04-26,23680,16000,LAI
PR,Acitretina,10mg - Não Especificado,2022-02-25,37000,25000,LAI
PR,Acitretina,25mg - Não Especificado,2023-07-11,485400,60000,LAI
PR,Acitretina,25mg - Não Especificado,2023-03-21,291240,36000,LAI
PR,Acitretina,25mg - Não Especificado,2022-11-25,242700,30000,LAI
PR,Acitretina,25mg - Não Especificado,2022-08-25,154000,70000,LAI
PR,Acitretina,25mg - Não Especificado,2022-02-25,128880,36000,LAI
PR,Acitretina,25mg - Não Especificado,2021-08-02,128880,36000,LAI
PR,Acitretina,10mg - Não Especificado,2025-08-05,76650,21000,LAI
PR,Acitretina,10mg - Não Especificado,2025-05-12,109500,30000,LAI
PR,Acitretina,10mg - Não Especificado,2025-03-19,108405,29700,LAI
PR,Acitretina,10mg - Não Especificado,2025-01-21,97455,26700,LAI
PR,Acitretina,10mg - Não Especificado,2024-07-12,125560,34400,LAI
PR,Acitretina,10mg - Não Especificado,2024-03-04,147069,41900,LAI
PR,Acitretina,25mg - Não Especificado,2025-08-05,353160,36000,LAI
PR,Acitretina,25mg - Não Especificado,2025-05-12,333540,34000,LAI
PR,Acitretina,25mg - Não Especificado,2025-03-19,367875,37500,LAI
PR,Acitretina,25mg - Não Especificado,2025-01-21,306072,31200,LAI
PR,Acitretina,25mg - Não Especificado,2024-09-06,306072,31200,LAI
PR,Acitretina,25mg - Não Especificado,2024-06-18,304912,32300,LAI
PR,Acitretina,25mg - Não Especificado,2024-03-15,317184,33600,LAI
PR,Acitretina,25mg - Não Especificado,2024-02-09,307744,32600,LAI
PR,Amantadina,100mg - Não Especificado,2023-10-04,166950,315000,LAI
PR,Amantadina,100mg - Não Especificado,2023-05-29,174900,330000,LAI
PR,Amantadina,100mg - Não Especificado,2022-11-01,266640,555500,LAI
PR,Amantadina,100mg - Não Especificado,2022-05-23,206400,430000,LAI
PR,Amantadina,100mg - Não Especificado,2021-05-25,194400,432000,LAI
PR,Amantadina,100mg - Não Especificado,2024-01-25,192930,327000,LAI
PR,Amantadina,100mg - Não Especificado,2024-06-06,268800,480000,LAI
PR,Amantadina,100mg - Não Especificado,2024-02-02,268178.4,478890,LAI
PR,Amantadina,100mg - Não Especificado,2023-12-04,267650,505000,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2023-11-08,93032,2320,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2023-07-13,67368,1680,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2022-11-17,55686.4,1540,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2022-05-23,78105.6,2160,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2022-02-07,54240,1500,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2021-08-02,40632,1200,LAI
PR,Ambrisentana,5mg - Não Especificado,2023-10-04,192480,4800,LAI
PR,Ambrisentana,5mg - Não Especificado,2023-03-08,300750,7500,LAI
PR,Ambrisentana,5mg - Não Especificado,2022-03-29,234316.8,6480,LAI
PR,Ambrisentana,5mg - Não Especificado,2021-05-25,193002,5700,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2025-04-22,223020,5040,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2025-02-19,217710,4920,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2025-01-14,146025,3300,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2024-12-06,11958.3,270,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2024-06-12,160045.2,3780,LAI
PR,Ambrisentana,10mg - Comprimido/Cápsula,2024-03-04,114318,2700,LAI
PR,Ambrisentana,5mg - Não Especificado,2025-09-17,201962.4,4560,LAI
PR,Ambrisentana,5mg - Não Especificado,2025-04-22,201962.4,4560,LAI
PR,Ambrisentana,5mg - Não Especificado,2025-02-19,201962.4,4560,LAI
PR,Ambrisentana,5mg - Não Especificado,2024-06-12,312469.2,7380,LAI
PR,Ambrisentana,5mg - Não Especificado,2024-02-16,187989.6,4440,LAI
PR,Ambrisentana,5mg - Não Especificado,2023-01-06,60952,1520,LAI
PR,Azatioprina,50mg - Não Especificado,2024-08-12,1138946.5,1604150,LAI
PR,Bosentana,125mg - Não Especificado,2023-03-08,304422,33900,LAI
PR,Bosentana,125mg - Não Especificado,2022-10-26,177688.8,20880,LAI
PR,Bosentana,125mg - Não Especificado,2022-04-26,183816,21600,LAI
PR,Bosentana,125mg - Não Especificado,2021-08-16,258300,30000,LAI
PR,Bosentana,62.5mg - Não Especificado,2023-11-01,57792,12900,LAI
PR,Bosentana,62.5mg - Não Especificado,2023-03-08,20655,13500,LAI
PR,Bosentana,62.5mg - Não Especificado,2022-07-13,18819,12300,LAI
PR,Bosentana,62.5mg - Não Especificado,2021-05-28,63000,15000,LAI
PR,Bosentana,125mg - Não Especificado,2025-09-17,116280,20400,LAI
PR,Bosentana,125mg - Não Especificado,2025-07-24,239400,42000,LAI
PR,Bosentana,125mg - Não Especificado,2024-09-18,192880.8,21360,LAI
PR,Bosentana,125mg - Não Especificado,2024-04-10,190713.6,21120,LAI
PR,Bosentana,62.5mg - Não Especificado,2025-08-21,283562.4,15180,LAI
