Estado,Medicamento,Apresentacao,Data,Valor,Quantidade,Base
SP,Deferiprona,500mg - Comprimido/Cápsula,2023-03-09,1613792,173900,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2023-09-28,421400,43000,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2023-12-20,774200,79000,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2024-03-18,522340,53300,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2024-06-04,1000580,102100,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2024-07-31,1612100,164500,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2024-12-31,889056,86400,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2025-02-24,1616559,157100,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2025-06-09,1011507,98300,LAI
SP,Deferiprona,500mg - Comprimido/Cápsula,2025-09-04,1224510,119000,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-12,22386.14,98,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-08,28782.18,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-07,105534.66,462,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-11,28782.18,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-05-18,51168.32,224,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-12-06,95940.6,420,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-04-12,82234.8,360,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-12-30,87192.56,364,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-12-29,30182.04,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-06-21,47970.3,210,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-09-28,54366.34,238,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-15,89544.56,392,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-13,22386.14,98,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-09-16,92742.58,406,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-27,76752.48,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-14,249445.56,1092,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-06-11,41574.26,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-11-22,41117.4,180,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-15,67158.42,294,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-06-16,102336.64,448,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-11-12,76752.48,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-15,140712.88,616,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-15,191881.2,840,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-12-30,110667.48,462,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-03-02,7016455.88,30716,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-08-09,6069841.96,26572,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-18,12304211.64,51366,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-20,26828.48,112,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-20,271638.36,1134,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-10-20,543276.72,2268,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-07-28,204567.16,854,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-12-20,93899.68,392,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-02-26,35178.22,154,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-03-15,51168.32,224,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-05-19,47970.3,210,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-06-15,28782.18,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-06-23,188683.18,826,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2021-09-30,172693.08,756,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-08,31976,280,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-15,0,0,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-18,20784.4,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-09-13,20784.4,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-22,0,0,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-25,41112,360,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-11-05,27408,240,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-22,83137.6,728,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-04-15,9592.8,84,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-12-07,12790.4,112,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-02-15,6395.2,56,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-06-16,12790.4,112,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-11-12,9592.8,84,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-16,6395.2,56,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-08-26,14389.2,126,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-02,2238320,19600,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-16,9592.8,84,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-16,92730.4,812,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-03-16,14389.2,126,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-05-18,20784.4,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-05-18,175868,1540,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-08-09,2869846,25130,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-18,6322609.44,52794,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-18,236622.4,2072,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-20,13413.12,112,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-20,236406.24,1974,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-10-20,28502.88,238,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2021-07-28,15089.76,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-11,115741.08,546,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-11,115741.08,546,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-19,23741.76,112,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-06,17806.32,84,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-12,11870.88,56,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-13,89248.32,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-14,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-17,71225.28,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-08-08,71225.28,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-14,71225.28,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-27,35612.64,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-11,26709.48,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-08-09,26709.48,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-06,26709.48,126,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-08,38580.36,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-17,124644.24,588,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-13,267094.8,1260,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-14,477802.92,2254,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-14,240385.32,1134,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-14,38580.36,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-25,7695297.96,36302,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-11,160256.88,756,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-11,281933.4,1330,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-07-27,12461456.28,58786,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-09-28,22388479.68,105616,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-11-17,81481.4,364,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-12-26,1250426.1,5586,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-12-27,17186307.6,76776,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-02-01,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-02-02,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-02-16,35610.96,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-03-13,59351.6,280,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-30,17805.48,84,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-31,35610.96,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-08-03,29677.2,140,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-09-20,29677.2,140,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-01-24,208253.92,784,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-04-18,130579.68,616,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-06-07,130573.52,616,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-08-23,71221.92,336,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-12-13,31339,140,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2023-05-18,124644.24,588,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-06-15,41544.16,392,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-04-11,48962.76,462,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-05-11,48962.76,462,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-11-07,59348.8,560,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-18,57229.2,540,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-08-08,9538.2,90,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-02-09,23904,180,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-08-11,17804.64,168,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-02-06,11155.2,84,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-12,5934.88,56,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-12-11,100271.36,896,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-04-11,10386.04,98,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-24,10386.04,98,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-04-14,99409.24,938,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-04-25,5114382.84,48258,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-11,63799.96,602,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-27,6114410.12,57694,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-09-28,5320619.92,50204,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-12-26,220910.34,1974,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-12-27,7578321.38,67718,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-08-22,3133.48,28,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-07-12,1483.72,14,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-12-05,1566.74,14,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2023-12-13,3133.48,28,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-08,122222.1,546,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-09,109686.5,490,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-03-04,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-04-08,21937.3,98,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-06-11,6267.8,28,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-11-22,9401.7,42,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-03-14,68945.8,308,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-05-20,37606.8,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-05-20,56410.2,252,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-16,131623.8,588,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-03-13,40740.7,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-06-11,56410.2,252,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-09-17,40740.7,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-02-19,595441,2660,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-03-04,17831891,79660,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-06-04,10075488.5,45010,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-07-15,8210818,36680,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-14,40740.7,182,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-09-10,24005674,107240,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-10-08,9871785,44100,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-11-26,322791.7,1442,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-12-23,40192602.24,171822,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-04-04,9401.7,42,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-01-31,84615.3,378,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-04-05,147293.3,658,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2024-08-01,122222.1,546,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-02-09,54835.9,490,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-05-17,51702.42,462,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-07-11,70503.3,630,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-08-13,31334.8,280,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-02-19,20143.8,180,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-10-22,9400.44,84,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-05-17,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-06-11,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-07-31,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-11-22,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-02-21,17234.14,154,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-08-28,20367.62,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-03-04,7797664.98,69678,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-06-04,6467502.72,57792,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-07-15,3263519.42,29162,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-08-14,20367.62,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-08-14,100271.36,896,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-09-10,6630443.68,59248,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-10-08,9170129.22,81942,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-11-26,167641.18,1498,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-12-23,16091384.4,137592,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-11-18,1566.74,14,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-03-19,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-05-10,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-07-16,4700.22,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2024-12-05,1566.74,14,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-05-21,85146.88,364,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-18,65497.6,280,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-03-13,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-04-08,9824.64,42,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-07-22,9824.64,42,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-15,48720,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-08-15,51727.2,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-05-14,39298.56,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-09-16,39298.56,168,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-04-07,0,0,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-04-24,55672.96,238,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-05-22,85146.88,364,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-02-28,38149077.12,163086,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-05-08,19649.28,84,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-06-09,40922900.48,174944,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-09-04,38221124.48,163394,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-02-06,55672.96,238,LAI
SP,Eltrombopague Olamina,50mg - Comprimido/Cápsula,2025-05-13,58947.84,252,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-21,63854.7,546,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-16,10525.5,90,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-04-08,4911.9,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-07-22,4911.9,42,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-03-25,58942.8,504,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-14,58942.8,504,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-20,26196.8,224,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-22,21284.9,182,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-02-28,15064797.3,128814,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-05-08,216123.6,1848,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-06-09,16664439.4,142492,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-07-18,76953.1,658,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-09-04,12289573.8,105084,LAI
SP,Eltrombopague Olamina,25mg - Comprimido/Cápsula,2025-01-27,8186.5,70,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-03,1170,900,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-15,1170,900,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-16,1040,800,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-23,1300,1000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-09-29,2080,1600,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-11-04,3120,2400,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-06-14,10400,8000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-22,11700,9000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-26,13000,10000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-04-20,13000,10000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-11-05,7800,6000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-04-26,650,500,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-20,650,500,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-02,1190150,915500,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-12,403390,310300,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-06,10790,8300,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-06,102440,78800,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-18,438880,337600,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-27,124410,95700,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-27,310960,239200,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-12,19363.5,15000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-05-11,19818,15000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-09,26424,20000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-14,23781.6,18000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-12-28,18496.8,14000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-01-26,25818,20000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-26,19363.5,15000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-19,11618.1,9000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-30,2581.8,2000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-05-06,28340,21800,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-03,30030,23100,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-11-12,10010,7700,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-12-03,14533.2,11000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-02-02,6454.5,5000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-03,6454.5,5000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-04-06,5163.6,4000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-05-12,2581.8,2000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-07-13,3640,2800,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-12,8320,6400,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-09-20,8320,6400,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-20,8320,6400,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-29,19500,15000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-01-27,8476.02,6300,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-04-29,9014.18,6700,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-31,3900,3000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-09-16,3900,3000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-01,3900,3000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-12-20,5430,3000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-23,711,300,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-11-08,711,300,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-03-02,9230,7100,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-05-03,20930,16100,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-08-18,11310,8700,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-09-22,19370,14900,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2021-10-13,11960,9200,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-12-07,596,400,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-04-12,1341,900,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-12-07,894,600,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-05-18,4768,3200,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-11-10,298,200,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-03-16,17880,12000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-08-08,7450,5000,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-10-13,2384,1600,LAI
SP,Hidroxiureia,500mg - Comprimido/Cápsula,2023-10-31,7152,4800,LAI
